,index,score,a,a,a,a,k,k,k,k,b,b,u,u,u,u,n
,,0,0,1,2,3,0,1,2,3,0,1,0,1,2,3,0
,,,,,,,,,,,,,,,,,
32,761,0.639179337863,1.3685595777,0.307941892103,0.519291046746,0.734493610067,1.26631030033,0.258628277305,0.299795595554,0.55184084061,0.298800133388,0.122727935005,0.308566742216,0.308566742216,0.308566742216,0.308566742216,1.81222918822
33,593,0.639179330452,1.41345847975,0.314947149379,0.531093277226,0.751093586708,1.28898494763,0.263293825841,0.305255073416,0.561757914616,0.114378220902,0.126754746796,0.315569794753,0.315569794753,0.315569794753,0.315569794753,1.81219502543
34,649,0.639179327157,1.47006088808,0.314216629862,0.529865440399,0.749412556955,1.3898481365,0.283873627418,0.32908144925,0.6056841441,0.0735353694874,0.131830581093,0.314848717928,0.314848717928,0.314848717928,0.314848717928,1.81221888154
35,745,0.639179398535,1.43128410152,0.350397013529,0.590895885078,0.835308154174,1.08644635032,0.221812763918,0.257173295987,0.473015393323,0.390138089272,0.12835398367,0.351138627057,0.351138627057,0.351138627057,0.351138627057,1.81248899797
36,603,0.639179325779,1.49992482609,0.332757475172,0.561153649505,0.793727125609,1.29916341792,0.265340182149,0.307619696513,0.566242192602,0.19995368519,0.134508621617,0.333433471934,0.333433471934,0.333433471934,0.333433471934,1.8122161108
37,657,0.639179325919,1.49878582946,0.394992867845,0.6660897369,0.94215427546,0.950913135443,0.194230272766,0.225176117994,0.414477364343,0.294194353556,0.134406232421,0.39578528745,0.39578528745,0.39578528745,0.39578528745,1.81218186946
38,517,0.639179332462,1.42888020422,0.343346928328,0.578968913987,0.818919266918,1.12404862698,0.229575583223,0.266147250266,0.489889672075,0.298166762631,0.128138032909,0.344038378154,0.344038378154,0.344038378154,0.344038378154,1.81229440048
39,629,0.639179335777,1.37302389082,0.337233850679,0.568673266605,0.804247226394,1.0803779111,0.220678908474,0.25584315965,0.470846059068,0.335635504342,0.123128683739,0.337904928288,0.337904928288,0.337904928288,0.337904928288,1.81221003979
40,553,0.639179325211,1.4321076279,0.39846065718,0.671936416016,0.950408398282,0.861892712947,0.176049356351,0.204100195055,0.375677718643,0.296616529498,0.128426903583,0.399256445291,0.399256445291,0.399256445291,0.399256445291,1.81218187757
41,677,0.63917932482,1.22431543934,0.256189217547,0.432019641118,0.61103541746,1.44436038775,0.295003825205,0.342003984369,0.629465401847,0.0641758769689,0.109793071444,0.256706013523,0.256706013523,0.256706013523,0.256706013523,1.81223104876
42,657,0.63917934882,1.5,0.326296785074,0.550231804604,0.77836940644,1.34603705774,0.274874571522,0.318683373662,0.586682964543,0.256684161177,0.134516136673,0.326972889046,0.326972889046,0.326972889046,0.326972889046,1.81236927096
43,791,0.639179324882,1.49233370645,0.327304035263,0.551948094695,0.780701902561,1.32641282333,0.270914386645,0.314084534651,0.578134885446,0.188732982308,0.133828137809,0.327963117042,0.327963117042,0.327963117042,0.327963117042,1.81221548689
44,577,0.639179328639,1.48986221202,0.316803606723,0.53423590184,0.755698283686,1.40288945013,0.286541515282,0.332211104966,0.611524811988,0.357396249306,0.133606583233,0.317443432451,0.317443432451,0.317443432451,0.317443432451,1.8122192912
45,799,0.639179330435,1.5,0.330079864608,0.55664573019,0.787340405581,1.31850763772,0.269309337346,0.31223619536,0.574698742697,0.338690270044,0.134515829989,0.330743551094,0.330743551094,0.330743551094,0.330743551094,1.81217443459
46,571,0.639179341733,1.42493316166,0.357511951676,0.602946969338,0.853006467467,1.03951415795,0.212299946464,0.246144218764,0.453200503955,0.157469290713,0.127783193204,0.358252184101,0.358252184101,0.358252184101,0.358252184101,1.81215758267
47,591,0.639179328191,1.44837288514,0.308056628085,0.519486822377,0.734706478631,1.40234543244,0.286440834803,0.332096568898,0.611189980207,0.100611747107,0.129885561556,0.308669542475,0.308669542475,0.308669542475,0.308669542475,1.8121856539
48,761,0.639179327321,1.2279973951,0.256719001012,0.432907290735,0.612278042192,1.44685698539,0.295520994383,0.34259626431,0.630529727779,0.369467818534,0.110123512701,0.257233206515,0.257233206515,0.257233206515,0.257233206515,1.81223304691
49,573,0.639179326132,1.46034053618,0.369550097209,0.623199279061,0.881444028916,1.02344642004,0.209023130283,0.242338364932,0.446044391303,0.189655368181,0.130958764875,0.370303028056,0.370303028056,0.370303028056,0.370303028056,1.8122298047
50,771,0.639179326965,1.4999994112,0.362076002197,0.610595549747,0.86356583196,1.11494861418,0.227718891041,0.264004666049,0.485882914351,0.284047174904,0.134515662162,0.362808545603,0.362808545603,0.362808545603,0.362808545603,1.81221496121
51,881,0.639179325259,1.49990886961,0.33326577158,0.561995194538,0.7949028055,1.29551099136,0.264594499399,0.306751793518,0.56462430723,0.162263321025,0.134507242738,0.333940385484,0.333940385484,0.333940385484,0.333940385484,1.81224484019
52,721,0.639179344832,1.19318554479,0.248625416876,0.419213498979,0.592921427703,1.45548734058,0.297310863581,0.344611973994,0.634296566531,0.161897385224,0.107000928436,0.24911136869,0.24911136869,0.24911136869,0.24911136869,1.81225967293
53,893,0.639179327026,1.3958246293,0.493648042768,0.832469666406,1.17750371445,0.558003644482,0.113967607687,0.132131452685,0.24322038014,0.154266929077,0.125173052655,0.494647694805,0.494647694805,0.494647694805,0.494647694805,1.81220650375
54,727,0.639179324648,1.32043091482,0.289500723505,0.488196021224,0.690505526533,1.32725447145,0.27108787235,0.314277065227,0.578455124866,0.262245553164,0.118412093637,0.290085089991,0.290085089991,0.290085089991,0.290085089991,1.8122118325
55,733,0.639179324582,1.49996520245,0.380114881293,0.640998786738,0.906587810002,1.02086388726,0.208510391506,0.241731304786,0.444899224019,0.259170642901,0.134512205767,0.380879134308,0.380879134308,0.380879134308,0.380879134308,1.81221557072
56,673,0.63917935318,1.46981625612,0.3194741501,0.538716123068,0.762220240584,1.34818359897,0.275368870357,0.319239127853,0.587901635686,0.209777818249,0.131808209537,0.320111264468,0.320111264468,0.320111264468,0.320111264468,1.81223513964
57,647,0.63917932478,1.42572521597,0.364190060114,0.614152091906,0.868694632989,1.00624223292,0.20552320572,0.238272169062,0.438585795581,0.180888309994,0.127854735525,0.364924832471,0.364924832471,0.364924832471,0.364924832471,1.81220527793
58,605,0.639179370584,1.32745893756,0.282359844992,0.476166601726,0.673599633762,1.40218821298,0.286448255238,0.332163207579,0.611449834076,0.357254018522,0.119043734777,0.282913808096,0.282913808096,0.282913808096,0.282913808096,1.81212317187
59,457,0.639181142518,1.33382163793,0.300680765851,0.506739804806,0.71381979186,1.26170300588,0.257538792913,0.298248630639,0.545887945465,0.214307014905,0.119615893396,0.301279652519,0.301279652519,0.301279652519,0.301279652519,1.81320636573
60,665,0.639179330874,1.38261542945,0.319609133884,0.538983882077,0.762405838048,1.20597951203,0.246341102478,0.285589597406,0.52570442376,0.211242777819,0.123988303378,0.320249335655,0.320249335655,0.320249335655,0.320249335655,1.81212208192
61,787,0.639179324401,1.35780670601,0.287355845526,0.484573068253,0.685371340862,1.41508732443,0.289035801453,0.335080164448,0.616737550936,0.390058209062,0.121763962013,0.287931545478,0.287931545478,0.287931545478,0.287931545478,1.81220779078
62,703,0.639179331009,1.49998181491,0.358209269886,0.604089535796,0.854435349841,1.1366709791,0.232122086828,0.269133314271,0.495373953898,0.206049896223,0.134514083875,0.358953502331,0.358953502331,0.358953502331,0.358953502331,1.8122868737
63,539,0.639179327711,1.3960165521,0.299134133615,0.504430166527,0.713449005866,1.38366507286,0.282629805092,0.327631465462,0.60301205585,0.334145878929,0.125190439234,0.299729753712,0.299729753712,0.299729753712,0.299729753712,1.81218974904
64,505,0.63917932985,1.37488857613,0.29951049533,0.505100102639,0.714483275745,1.34273976441,0.274229591982,0.317951467427,0.585307413111,0.189843708564,0.123295169225,0.300121203678,0.300121203678,0.300121203678,0.300121203678,1.81221482348
65,493,0.639179347484,1.48248696807,0.309658467307,0.522175584368,0.738542768196,1.44899335734,0.29591659592,0.343049064149,0.631457715066,0.246636806433,0.132945702943,0.310284914379,0.310284914379,0.310284914379,0.310284914379,1.81231835843
66,639,0.639179327931,1.32253728376,0.355485899466,0.599475379895,0.847975078208,0.917516479233,0.18739996692,0.2172567259,0.399946184789,0.172992662573,0.11860076663,0.356200609012,0.356200609012,0.356200609012,0.356200609012,1.81219937169
67,555,0.639179330894,1.43935557726,0.326097472025,0.549918549864,0.777756680303,1.25054027682,0.255390538413,0.296097703313,0.544966628541,0.245144416163,0.129077317913,0.326764936027,0.326764936027,0.326764936027,0.326764936027,1.8122718735
68,605,0.639179326128,1.37564220348,0.285514253197,0.481482407148,0.681043892674,1.46586641331,0.299380237997,0.347084699164,0.638890288005,0.349931326948,0.123363484206,0.286096494154,0.286096494154,0.286096494154,0.286096494154,1.81223606267
69,415,0.639696539697,1.49951770358,0.349930415779,0.5962745681,0.90985854691,1.18731248631,0.243124364005,0.287485180069,0.587303670225,0.254383257382,0.134397335268,0.351273073663,0.351273073663,0.351273073663,0.351273073663,1.79987509852
70,759,0.639179326235,1.39147626906,0.36918038972,0.622562174873,0.880470550189,0.939370451728,0.191856110465,0.222424785214,0.409335168129,0.193397445398,0.124783331277,0.369929907032,0.369929907032,0.369929907032,0.369929907032,1.81224193608
71,841,0.639179343751,1.44665959165,0.307391523386,0.518324472555,0.732914055875,1.40474296178,0.286884871067,0.33253517281,0.61183261471,0.192227622169,0.129732102028,0.308014168393,0.308014168393,0.308014168393,0.308014168393,1.81234656828
72,529,0.639179325956,1.49604700605,0.349103804312,0.588715991383,0.832637989652,1.1854701917,0.242126644915,0.280712406893,0.516634597712,0.354468616718,0.134161156471,0.34980780724,0.34980780724,0.34980780724,0.34980780724,1.81221258685
73,791,0.639179441715,1.36358418404,0.295533429519,0.498306743258,0.704982700894,1.35485173727,0.276630615351,0.320623026289,0.590381936272,0.244233318884,0.122281941685,0.296156533213,0.296156533213,0.296156533213,0.296156533213,1.81252379714
74,425,0.63917934293,1.42168846728,0.350032731679,0.590229889072,0.83467891516,1.0755626254,0.219666959357,0.254654658444,0.468616473777,0.192854254073,0.127493871271,0.350733627484,0.350733627484,0.350733627484,0.350733627484,1.81234789211
75,379,0.639179330893,1.33028650718,0.293914530734,0.495656485385,0.701213977036,1.3089248562,0.267360983724,0.309980893881,0.570722669277,0.337443186158,0.119295894017,0.294504470019,0.294504470019,0.294504470019,0.294504470019,1.8121412844
76,569,0.639179326294,1.46583862549,0.343243520123,0.578815237439,0.818595451369,1.17807358707,0.240632140217,0.27897034505,0.513404233451,0.0998278015284,0.131452079875,0.343926835309,0.343926835309,0.343926835309,0.343926835309,1.81219679176
77,595,0.639179324441,1.36788074053,0.339645954294,0.57275395996,0.810092078298,1.05930121696,0.216364483513,0.25083648736,0.46167811798,0.258116230895,0.122667292415,0.340327449334,0.340327449334,0.340327449334,0.340327449334,1.81220532428
78,571,0.639179324522,1.45347855071,0.305314009025,0.514863399177,0.728256999908,1.43435114511,0.292967128907,0.339649766094,0.625195168501,0.330516638948,0.13034362228,0.305928190071,0.305928190071,0.305928190071,0.305928190071,1.81220485688
79,789,0.639179324491,1.49754444362,0.358012478524,0.60372350182,0.853893502991,1.13458916971,0.231737763791,0.26865846383,0.494478947764,0.377809127515,0.134295330838,0.358732719625,0.358732719625,0.358732719625,0.358732719625,1.81222466584
